KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa04071	Sphingolipid signaling pathway	0.8051497477129999	0.9990716253856844	119	3
path:hsa04072	Phospholipase D signaling pathway	0.4375039774856862	0.9990716253856844	148	6
path:hsa04110	Cell cycle	0.6538672433578433	0.9990716253856844	124	4
path:hsa04114	Oocyte meiosis	0.31533611545362394	0.9990716253856844	129	6
path:hsa04120	Ubiquitin mediated proteolysis	0.9635887043114382	0.9990716253856844	140	2
path:hsa04130	SNARE interactions in vesicular transport	0.700486058896894	0.9990716253856844	33	1
path:hsa04140	Autophagy	0.9600412184966344	0.9990716253856844	137	2
path:hsa04141	Protein processing in endoplasmic reticulum	0.9981808124628047	0.9990716253856844	171	1
path:hsa04142	Lysosome	0.6783350544049338	0.9990716253856844	128	4
path:hsa04144	Endocytosis	0.9990716253856844	0.9990716253856844	252	2
path:hsa04146	Peroxisome	0.3378035213172479	0.9990716253856844	82	4
path:hsa04150	mTOR signaling pathway	0.6568439110871567	0.9990716253856844	155	5
path:hsa04151	PI3K-Akt signaling pathway	0.7297410883459844	0.9990716253856844	354	11
path:hsa04152	AMPK signaling pathway	0.43010475583707036	0.9990716253856844	120	5
path:hsa04210	Apoptosis	0.5403513915633307	0.9990716253856844	136	5
path:hsa04211	Longevity regulating pathway	0.8338931703140029	0.9990716253856844	89	2
path:hsa04213	Longevity regulating pathway	0.8966615227092397	0.9990716253856844	62	1
path:hsa04215	Apoptosis	0.6893156797303521	0.9990716253856844	32	1
path:hsa04217	Necroptosis	0.6788218150824978	0.9990716253856844	159	5
path:hsa04218	Cellular senescence	0.9226764976414769	0.9990716253856844	156	3
path:hsa04260	Cardiac muscle contraction	0.6076921622252197	0.9990716253856844	87	3
path:hsa04270	Vascular smooth muscle contraction	0.5203506881496829	0.9990716253856844	133	5
path:hsa04310	Wnt signaling pathway	0.5494653017625659	0.9990716253856844	166	6
path:hsa04330	Notch signaling pathway	0.6297504247341659	0.9990716253856844	59	2
path:hsa04340	Hedgehog signaling pathway	0.6011859472384031	0.9990716253856844	56	2
path:hsa04370	VEGF signaling pathway	0.6297504247341659	0.9990716253856844	59	2
path:hsa04371	Apelin signaling pathway	0.9935422361674424	0.9990716253856844	137	1
path:hsa04380	Osteoclast differentiation	0.6783350544049338	0.9990716253856844	128	4
path:hsa04390	Hippo signaling pathway	0.33097423188453434	0.9990716253856844	157	7
path:hsa04520	Adherens junction	0.9257930408101659	0.9990716253856844	71	1
path:hsa04530	Tight junction	0.945317386305138	0.9990716253856844	169	3
path:hsa04540	Gap junction	0.6154794647708469	0.9990716253856844	88	3
path:hsa04610	Complement and coagulation cascades	0.3624414342918729	0.9990716253856844	85	4
path:hsa04611	Platelet activation	0.6538672433578433	0.9990716253856844	124	4
path:hsa04612	Antigen processing and presentation	0.9426599103131219	0.9990716253856844	78	1
path:hsa04613	Neutrophil extracellular trap formation	0.6808130614486575	0.9990716253856844	190	6
path:hsa04620	Toll-like receptor signaling pathway	0.7257001652927059	0.9990716253856844	104	3
path:hsa04621	NOD-like receptor signaling pathway	0.47239649230113134	0.9990716253856844	181	7
path:hsa04623	Cytosolic DNA-sensing pathway	0.900392625347424	0.9990716253856844	63	1
path:hsa04625	C-type lectin receptor signaling pathway	0.31567627394533826	0.9990716253856844	104	5
path:hsa04630	JAK-STAT signaling pathway	0.5253382931477879	0.9990716253856844	162	6
path:hsa04640	Hematopoietic cell lineage	0.9735866342757343	0.9990716253856844	99	1
path:hsa04650	Natural killer cell mediated cytotoxicity	0.506816983959223	0.9990716253856844	131	5
path:hsa04657	IL-17 signaling pathway	0.6599950980463287	0.9990716253856844	94	3
path:hsa04658	Th1 and Th2 cell differentiation	0.8473986919679825	0.9990716253856844	92	2
path:hsa04659	Th17 cell differentiation	0.9010951069425888	0.9990716253856844	107	2
path:hsa04660	T cell receptor signaling pathway	0.31567627394533826	0.9990716253856844	104	5
path:hsa04662	B cell receptor signaling pathway	0.567221258487537	0.9990716253856844	82	3
path:hsa04664	Fc epsilon RI signaling pathway	0.4416929398628734	0.9990716253856844	68	3
path:hsa04666	Fc gamma R-mediated phagocytosis	0.26669408065026823	0.9990716253856844	97	5
path:hsa04668	TNF signaling pathway	0.9146806716458421	0.9990716253856844	112	2
path:hsa04670	Leukocyte transendothelial migration	0.5875009385884029	0.9990716253856844	114	4
path:hsa04710	Circadian rhythm	0.6777303822341538	0.9990716253856844	31	1
path:hsa04713	Circadian entrainment	0.26669408065026823	0.9990716253856844	97	5
path:hsa04714	Thermogenesis	0.9909116707160774	0.9990716253856844	232	3
path:hsa04720	Long-term potentiation	0.6981184598653931	0.9990716253856844	67	2
path:hsa04722	Neurotrophin signaling pathway	0.8051497477129999	0.9990716253856844	119	3
path:hsa04723	Retrograde endocannabinoid signaling	0.7823952955673936	0.9990716253856844	148	4
path:hsa04725	Cholinergic synapse	0.7759943008775946	0.9990716253856844	113	3
path:hsa04726	Serotonergic synapse	0.39439261002810555	0.9990716253856844	115	5
path:hsa04742	Taste transduction	0.9573090016573991	0.9990716253856844	86	1
path:hsa04744	Phototransduction	0.2784445293466346	0.9990716253856844	29	2
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.4677521445280055	0.9990716253856844	98	4
path:hsa04810	Regulation of actin cytoskeleton	0.37894226437089423	0.9990716253856844	218	9
path:hsa04910	Insulin signaling pathway	0.8741269999328496	0.9990716253856844	137	3
path:hsa04911	Insulin secretion	0.3706527161191774	0.9990716253856844	86	4
path:hsa04912	GnRH signaling pathway	0.9670307759869049	0.9990716253856844	93	1
path:hsa04915	Estrogen signaling pathway	0.8772376240612767	0.9990716253856844	138	3
path:hsa04916	Melanogenesis	0.294502964521969	0.9990716253856844	101	5
path:hsa04917	Prolactin signaling pathway	0.46057268635957505	0.9990716253856844	70	3
path:hsa04918	Thyroid hormone synthesis	0.7557251517378313	0.9990716253856844	75	2
path:hsa04920	Adipocytokine signaling pathway	0.9201233057171502	0.9990716253856844	69	1
path:hsa04921	Oxytocin signaling pathway	0.47567567069322725	0.9990716253856844	154	6
path:hsa04922	Glucagon signaling pathway	0.9803521781066479	0.9990716253856844	107	1
path:hsa04923	Regulation of lipolysis in adipocytes	0.6108875703161334	0.9990716253856844	57	2
path:hsa04924	Renin secretion	0.23329312186636136	0.9990716253856844	69	4
path:hsa04925	Aldosterone synthesis and secretion	0.2735926683071572	0.9990716253856844	98	5
path:hsa04926	Relaxin signaling pathway	0.6842614075876536	0.9990716253856844	129	4
path:hsa04927	Cortisol synthesis and secretion	0.9074570143193423	0.9990716253856844	65	1
path:hsa04928	Parathyroid hormone synthesis, secretion and action	0.8981470010795571	0.9990716253856844	106	2
path:hsa04932	Non-alcoholic fatty liver disease	0.9960186537050205	0.9990716253856844	150	1
path:hsa04934	Cushing syndrome	0.8118595416055446	0.9990716253856844	155	4
path:hsa04935	Growth hormone synthesis, secretion and action	0.8051497477129999	0.9990716253856844	119	3
path:hsa04962	Vasopressin-regulated water reabsorption	0.7998562225444367	0.9990716253856844	44	1
path:hsa04966	Collecting duct acid secretion	0.2515769385576633	0.9990716253856844	27	2
path:hsa04970	Salivary secretion	0.42775951504436016	0.9990716253856844	93	4
path:hsa04971	Gastric acid secretion	0.28885237083688886	0.9990716253856844	76	4
path:hsa04972	Pancreatic secretion	0.3015352088280493	0.9990716253856844	102	5
path:hsa04973	Carbohydrate digestion and absorption	0.2362316648471385	0.9990716253856844	47	3
path:hsa04976	Bile secretion	0.63074058171419	0.9990716253856844	90	3
path:hsa04977	Vitamin digestion and absorption	0.5836522916206148	0.9990716253856844	24	1
