KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa03050	Proteasome	0.7475279450217691	0.9990902525271171	46	1
path:hsa03420	Nucleotide excision repair	0.15921079754255846	0.9990902525271171	47	3
path:hsa03440	Homologous recombination	0.34040666689699506	0.9990902525271171	41	2
path:hsa04010	MAPK signaling pathway	0.9382343586485877	0.9990902525271171	294	5
path:hsa04012	ErbB signaling pathway	0.038442560152715945	0.9990902525271171	85	6
path:hsa04014	Ras signaling pathway	0.6830646442824746	0.9990902525271171	232	6
path:hsa04015	Rap1 signaling pathway	0.9500527378237976	0.9990902525271171	210	3
path:hsa04020	Calcium signaling pathway	0.927344697212781	0.9990902525271171	240	4
path:hsa04022	cGMP-PKG signaling pathway	0.960018626597318	0.9990902525271171	167	2
path:hsa04024	cAMP signaling pathway	0.614529655418486	0.9990902525271171	216	6
path:hsa04060	Cytokine-cytokine receptor interaction	0.9768432001362832	0.9990902525271171	295	4
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor	0.7980766052567507	0.9990902525271171	100	2
path:hsa04062	Chemokine signaling pathway	0.9789958421271299	0.9990902525271171	192	2
path:hsa04064	NF-kappa B signaling pathway	0.594434147527134	0.9990902525271171	104	3
path:hsa04066	HIF-1 signaling pathway	0.6264051368587424	0.9990902525271171	109	3
path:hsa04068	FoxO signaling pathway	0.7460471160548745	0.9990902525271171	131	3
path:hsa04070	Phosphatidylinositol signaling system	0.3185309636814913	0.9990902525271171	97	4
path:hsa04071	Sphingolipid signaling pathway	0.6850426934613929	0.9990902525271171	119	3
path:hsa04072	Phospholipase D signaling pathway	0.6376809306360853	0.9990902525271171	148	4
path:hsa04110	Cell cycle	0.4972719365283722	0.9990902525271171	124	4
path:hsa04114	Oocyte meiosis	0.5285190270173952	0.9990902525271171	129	4
path:hsa04115	p53 signaling pathway	0.8879237623715144	0.9990902525271171	73	1
path:hsa04120	Ubiquitin mediated proteolysis	0.7853546837614858	0.9990902525271171	140	3
path:hsa04130	SNARE interactions in vesicular transport	0.6271374693075733	0.9990902525271171	33	1
path:hsa04137	Mitophagy	0.5988426032223844	0.9990902525271171	68	2
path:hsa04140	Autophagy	0.7728430636399461	0.9990902525271171	137	3
path:hsa04141	Protein processing in endoplasmic reticulum	0.9638902208181731	0.9990902525271171	171	2
path:hsa04142	Lysosome	0.17439776583319616	0.9990902525271171	128	6
path:hsa04144	Endocytosis	0.8692960513586324	0.9990902525271171	252	5
path:hsa04145	Phagosome	0.9897747610311075	0.9990902525271171	152	1
path:hsa04146	Peroxisome	0.6999543435478777	0.9990902525271171	82	2
path:hsa04150	mTOR signaling pathway	0.94588677387862	0.9990902525271171	155	2
path:hsa04151	PI3K-Akt signaling pathway	0.9531479728735632	0.9990902525271171	354	6
path:hsa04152	AMPK signaling pathway	0.6905138925910698	0.9990902525271171	120	3
path:hsa04210	Apoptosis	0.37041767553002025	0.9990902525271171	136	5
path:hsa04211	Longevity regulating pathway	0.48866887610100873	0.9990902525271171	89	3
path:hsa04213	Longevity regulating pathway	0.8439118390055801	0.9990902525271171	62	1
path:hsa04215	Apoptosis	0.6157962563961046	0.9990902525271171	32	1
path:hsa04216	Ferroptosis	0.7066545439594553	0.9990902525271171	41	1
path:hsa04217	Necroptosis	0.503527931183128	0.9990902525271171	159	5
path:hsa04218	Cellular senescence	0.842809165039772	0.9990902525271171	156	3
path:hsa04260	Cardiac muscle contraction	0.7305936168375222	0.9990902525271171	87	2
path:hsa04261	Adrenergic signaling in cardiomyocytes	0.8230160377082547	0.9990902525271171	150	3
path:hsa04270	Vascular smooth muscle contraction	0.7552462884958104	0.9990902525271171	133	3
path:hsa04310	Wnt signaling pathway	0.72480576913978	0.9990902525271171	166	4
path:hsa04340	Hedgehog signaling pathway	0.4935338613669872	0.9990902525271171	56	2
path:hsa04350	TGF-beta signaling pathway	0.7690128434315222	0.9990902525271171	94	2
path:hsa04360	Axon guidance	0.16669949284443886	0.9990902525271171	182	8
path:hsa04370	VEGF signaling pathway	0.8291699109719706	0.9990902525271171	59	1
path:hsa04380	Osteoclast differentiation	0.7317374766582072	0.9990902525271171	128	3
path:hsa04390	Hippo signaling pathway	0.9912206565775813	0.9990902525271171	157	1
path:hsa04510	Focal adhesion	0.5435134887323875	0.9990902525271171	201	6
path:hsa04512	ECM-receptor interaction	0.9287178141324938	0.9990902525271171	88	1
path:hsa04514	Cell adhesion molecules	0.8195192720061734	0.9990902525271171	149	3
path:hsa04520	Adherens junction	0.34712755664655537	0.9990902525271171	71	3
path:hsa04530	Tight junction	0.9939136190943341	0.9990902525271171	169	1
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	0.9271037100546233	0.9990902525271171	143	2
path:hsa04611	Platelet activation	0.4972719365283722	0.9990902525271171	124	4
path:hsa04613	Neutrophil extracellular trap formation	0.8155160023514911	0.9990902525271171	190	4
path:hsa04620	Toll-like receptor signaling pathway	0.815617332248223	0.9990902525271171	104	2
path:hsa04621	NOD-like receptor signaling pathway	0.01742884671144206	0.9990902525271171	181	11
path:hsa04623	Cytosolic DNA-sensing pathway	0.5570411840321234	0.9990902525271171	63	2
path:hsa04625	C-type lectin receptor signaling pathway	0.594434147527134	0.9990902525271171	104	3
path:hsa04630	JAK-STAT signaling pathway	0.860666956157321	0.9990902525271171	162	3
path:hsa04640	Hematopoietic cell lineage	0.9488802446085307	0.9990902525271171	99	1
path:hsa04650	Natural killer cell mediated cytotoxicity	0.7460471160548745	0.9990902525271171	131	3
path:hsa04657	IL-17 signaling pathway	0.5254576038685821	0.9990902525271171	94	3
path:hsa04658	Th1 and Th2 cell differentiation	0.936831427592075	0.9990902525271171	92	1
path:hsa04659	Th17 cell differentiation	0.9598733294253357	0.9990902525271171	107	1
path:hsa04660	T cell receptor signaling pathway	0.19061030353745412	0.9990902525271171	104	5
path:hsa04662	B cell receptor signaling pathway	0.9145632707017894	0.9990902525271171	82	1
path:hsa04664	Fc epsilon RI signaling pathway	0.5988426032223844	0.9990902525271171	68	2
path:hsa04666	Fc gamma R-mediated phagocytosis	0.3185309636814913	0.9990902525271171	97	4
path:hsa04668	TNF signaling pathway	0.4191663389952497	0.9990902525271171	112	4
path:hsa04670	Leukocyte transendothelial migration	0.8536640475801753	0.9990902525271171	114	2
path:hsa04710	Circadian rhythm	0.6041117666346552	0.9990902525271171	31	1
path:hsa04713	Circadian entrainment	0.7839715258312543	0.9990902525271171	97	2
path:hsa04714	Thermogenesis	0.9150073482744685	0.9990902525271171	232	4
path:hsa04720	Long-term potentiation	0.5907237526328774	0.9990902525271171	67	2
path:hsa04721	Synaptic vesicle cycle	0.9036061059978654	0.9990902525271171	78	1
path:hsa04722	Neurotrophin signaling pathway	0.46518958600531596	0.9990902525271171	119	4
path:hsa04723	Retrograde endocannabinoid signaling	0.9355754892069283	0.9990902525271171	148	2
path:hsa04724	Glutamatergic synapse	0.8536640475801753	0.9990902525271171	114	2
path:hsa04725	Cholinergic synapse	0.4258047537608539	0.9990902525271171	113	4
path:hsa04726	Serotonergic synapse	0.8570484734138437	0.9990902525271171	115	2
path:hsa04727	GABAergic synapse	0.9308385898277346	0.9990902525271171	89	1
path:hsa04728	Dopaminergic synapse	0.9046508171086531	0.9990902525271171	132	2
path:hsa04742	Taste transduction	0.9242801552260238	0.9990902525271171	86	1
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.55382206180858	0.9990902525271171	98	3
path:hsa04810	Regulation of actin cytoskeleton	0.19169569631460873	0.9990902525271171	218	9
path:hsa04910	Insulin signaling pathway	0.21509597395009397	0.9990902525271171	137	6
path:hsa04911	Insulin secretion	0.72468510826006	0.9990902525271171	86	2
path:hsa04912	GnRH signaling pathway	0.7638308170623844	0.9990902525271171	93	2
path:hsa04913	Ovarian steroidogenesis	0.7827294388513899	0.9990902525271171	51	1
path:hsa04914	Progesterone-mediated oocyte maturation	0.5676242383236816	0.9990902525271171	100	3
path:hsa04915	Estrogen signaling pathway	0.5822675425162499	0.9990902525271171	138	4
path:hsa04916	Melanogenesis	0.8025947762658552	0.9990902525271171	101	2
path:hsa04917	Prolactin signaling pathway	0.614717452270817	0.9990902525271171	70	2
path:hsa04919	Thyroid hormone signaling pathway	0.6959139007168339	0.9990902525271171	121	3
path:hsa04921	Oxytocin signaling pathway	0.6685656289024833	0.9990902525271171	154	4
path:hsa04922	Glucagon signaling pathway	0.3857510995334285	0.9990902525271171	107	4
path:hsa04923	Regulation of lipolysis in adipocytes	0.5029522911340834	0.9990902525271171	57	2
path:hsa04924	Renin secretion	0.8735697186454163	0.9990902525271171	69	1
path:hsa04925	Aldosterone synthesis and secretion	0.55382206180858	0.9990902525271171	98	3
path:hsa04926	Relaxin signaling pathway	0.8974923291280429	0.9990902525271171	129	2
path:hsa04927	Cortisol synthesis and secretion	0.5741234120559194	0.9990902525271171	65	2
path:hsa04928	Parathyroid hormone synthesis, secretion and action	0.9586396521018012	0.9990902525271171	106	1
path:hsa04929	GnRH secretion	0.2904050476568539	0.9990902525271171	64	3
path:hsa04932	Non-alcoholic fatty liver disease	0.9386968968117942	0.9990902525271171	150	2
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications	0.7980766052567507	0.9990902525271171	100	2
path:hsa04934	Cushing syndrome	0.48096277785359715	0.9990902525271171	155	5
path:hsa04935	Growth hormone synthesis, secretion and action	0.6850426934613929	0.9990902525271171	119	3
path:hsa04960	Aldosterone-regulated sodium reabsorption	0.6692659893997154	0.9990902525271171	37	1
path:hsa04962	Vasopressin-regulated water reabsorption	0.7319071096892381	0.9990902525271171	44	1
path:hsa04964	Proximal tubule bicarbonate reclamation	0.49696969561770843	0.9990902525271171	23	1
path:hsa04966	Collecting duct acid secretion	0.5537295479501684	0.9990902525271171	27	1
path:hsa04971	Gastric acid secretion	0.6594557744287302	0.9990902525271171	76	2
path:hsa04972	Pancreatic secretion	0.5811635486433747	0.9990902525271171	102	3
path:hsa04973	Carbohydrate digestion and absorption	0.4040328839574132	0.9990902525271171	47	2
path:hsa04974	Protein digestion and absorption	0.8113638094675873	0.9990902525271171	103	2
path:hsa04976	Bile secretion	0.49613819234154394	0.9990902525271171	90	3
path:hsa04978	Mineral absorption	0.8291699109719706	0.9990902525271171	59	1
path:hsa04740	Olfactory transduction	0.9999988135585207	0.9999988135585208	443	1
