KEGG PATHWAY ID	KEGG PATHWAY NAME	P-value	FDR (BH-corrected)	#GENES IN PATHWAY	#GOI IN PATHWAY
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.6553426818688053	0.9999999964663522	25	1
path:hsa00564	Glycerophospholipid metabolism	0.11338154687669438	0.9999999964663522	98	7
path:hsa00565	Ether lipid metabolism	0.051852023099140554	0.9999999964663522	49	5
path:hsa00590	Arachidonic acid metabolism	0.9261558144832659	0.9999999964663522	61	1
path:hsa00591	Linoleic acid metabolism	0.7094530642339001	0.9999999964663522	29	1
path:hsa00592	alpha-Linolenic acid metabolism	0.6553426818688053	0.9999999964663522	25	1
path:hsa00600	Sphingolipid metabolism	0.33448587209341585	0.9999999964663522	49	3
path:hsa00601	Glycosphingolipid biosynthesis	0.6835484709553156	0.9999999964663522	27	1
path:hsa00620	Pyruvate metabolism	0.5887756138498663	0.9999999964663522	47	2
path:hsa00650	Butanoate metabolism	0.6967763483694043	0.9999999964663522	28	1
path:hsa00670	One carbon pool by folate	0.2015937721352739	0.9999999964663522	20	2
path:hsa00750	Vitamin B6 metabolism	0.22531840844113774	0.9999999964663522	6	1
path:hsa00760	Nicotinate and nicotinamide metabolism	0.7751566828434957	0.9999999964663522	35	1
path:hsa00770	Pantothenate and CoA biosynthesis	0.5911948473198481	0.9999999964663522	21	1
path:hsa00790	Folate biosynthesis	0.6697455523211912	0.9999999964663522	26	1
path:hsa00860	Porphyrin and chlorophyll metabolism	0.2540559269545258	0.9999999964663522	42	3
path:hsa00900	Terpenoid backbone biosynthesis	0.23264092168544592	0.9999999964663522	22	2
path:hsa00920	Sulfur metabolism	0.3466396810430361	0.9999999964663522	10	1
path:hsa00970	Aminoacyl-tRNA biosynthesis	0.05585012370471293	0.9999999964663522	66	6
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	0.8424782074110511	0.9999999964663522	78	2
path:hsa00982	Drug metabolism	0.8083934553884509	0.9999999964663522	72	2
path:hsa00983	Drug metabolism	0.6539339081210276	0.9999999964663522	80	3
path:hsa01040	Biosynthesis of unsaturated fatty acids	0.024277656986707054	0.9999999964663522	27	4
path:hsa01100	Metabolic pathways	0.040082637496053564	0.9999999964663522	1496	75
path:hsa01200	Carbon metabolism	0.7308715393690766	0.9999999964663522	118	4
path:hsa01210	2-Oxocarboxylic acid metabolism	0.5547899861642969	0.9999999964663522	19	1
path:hsa01212	Fatty acid metabolism	0.4258258031890032	0.9999999964663522	57	3
path:hsa01230	Biosynthesis of amino acids	0.2016856388586791	0.9999999964663522	75	5
path:hsa01240	Biosynthesis of cofactors	0.06041648691257036	0.9999999964663522	156	11
path:hsa01522	Endocrine resistance	0.7817204030358156	0.9999999964663522	98	3
path:hsa01523	Antifolate resistance	0.7332436284191048	0.9999999964663522	31	1
path:hsa01524	Platinum drug resistance	0.591751769949836	0.9999999964663522	73	3
path:hsa02010	ABC transporters	0.5649228206288168	0.9999999964663522	45	2
path:hsa03008	Ribosome biogenesis in eukaryotes	0.8432643152848723	0.9999999964663522	110	3
path:hsa03010	Ribosome	0.9910322828499915	0.9999999964663522	158	2
path:hsa03013	RNA transport	0.3706579557115994	0.9999999964663522	186	9
path:hsa03015	mRNA surveillance pathway	0.9200348361818445	0.9999999964663522	98	2
path:hsa03018	RNA degradation	0.6454804463452022	0.9999999964663522	79	3
path:hsa03020	RNA polymerase	0.13689597810753962	0.9999999964663522	31	3
path:hsa03022	Basal transcription factors	0.5649228206288168	0.9999999964663522	45	2
path:hsa03030	DNA replication	0.4458375346346951	0.9999999964663522	36	2
path:hsa03040	Spliceosome	0.8806756518079835	0.9999999964663522	151	4
path:hsa03050	Proteasome	0.5769717217188387	0.9999999964663522	46	2
path:hsa03320	PPAR signaling pathway	0.6192559444500314	0.9999999964663522	76	3
path:hsa03410	Base excision repair	0.40226608983382367	0.9999999964663522	33	2
path:hsa03420	Nucleotide excision repair	0.31138414869367925	0.9999999964663522	47	3
path:hsa03440	Homologous recombination	0.8260405153279354	0.9999999964663522	41	1
path:hsa03450	Non-homologous end-joining	0.42502730104323067	0.9999999964663522	13	1
path:hsa03460	Fanconi anemia pathway	0.9003026077583587	0.9999999964663522	54	1
path:hsa04010	MAPK signaling pathway	0.789393088878151	0.9999999964663522	294	10
path:hsa04012	ErbB signaling pathway	0.9736763793618058	0.9999999964663522	85	1
path:hsa04014	Ras signaling pathway	0.8568298509771238	0.9999999964663522	232	7
path:hsa04015	Rap1 signaling pathway	0.8769800328929647	0.9999999964663522	210	6
path:hsa04020	Calcium signaling pathway	0.9915105122073347	0.9999999964663522	240	4
path:hsa04022	cGMP-PKG signaling pathway	0.9729505380876636	0.9999999964663522	167	3
path:hsa04024	cAMP signaling pathway	0.981818364987711	0.9999999964663522	216	4
path:hsa04060	Cytokine-cytokine receptor interaction	0.9860926563651667	0.9999999964663522	295	6
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor	0.9862095952993515	0.9999999964663522	100	1
path:hsa04062	Chemokine signaling pathway	0.9997464176792922	0.9999999964663522	192	1
path:hsa04066	HIF-1 signaling pathway	0.8387749908104404	0.9999999964663522	109	3
path:hsa04068	FoxO signaling pathway	0.6424574636809816	0.9999999964663522	131	5
path:hsa04070	Phosphatidylinositol signaling system	0.9172120926533011	0.9999999964663522	97	2
path:hsa04071	Sphingolipid signaling pathway	0.879019673656517	0.9999999964663522	119	3
path:hsa04072	Phospholipase D signaling pathway	0.8709025411089515	0.9999999964663522	148	4
path:hsa04080	Neuroactive ligand-receptor interaction	0.9989089812033461	0.9999999964663522	341	5
path:hsa04110	Cell cycle	0.9682989679015781	0.9999999964663522	124	2
path:hsa04114	Oocyte meiosis	0.9735843407764473	0.9999999964663522	129	2
path:hsa04115	p53 signaling pathway	0.591751769949836	0.9999999964663522	73	3
path:hsa04120	Ubiquitin mediated proteolysis	0.5308817693276732	0.9999999964663522	140	6
path:hsa04130	SNARE interactions in vesicular transport	0.40226608983382367	0.9999999964663522	33	2
path:hsa04136	Autophagy	0.3873819962734656	0.9999999964663522	32	2
path:hsa04137	Mitophagy	0.7821680939603463	0.9999999964663522	68	2
path:hsa04140	Autophagy	0.829019843357944	0.9999999964663522	137	4
path:hsa04141	Protein processing in endoplasmic reticulum	0.1752991163836998	0.9999999964663522	171	10
path:hsa04142	Lysosome	0.9073577216383597	0.9999999964663522	128	3
path:hsa04144	Endocytosis	0.3580843565063049	0.9999999964663522	252	12
path:hsa04145	Phagosome	0.2993115854080256	0.9999999964663522	152	8
path:hsa04146	Peroxisome	0.4472602203591182	0.9999999964663522	82	4
path:hsa04150	mTOR signaling pathway	0.1970980176235813	0.9999999964663522	155	9
path:hsa04151	PI3K-Akt signaling pathway	0.8098264471551448	0.9999999964663522	354	12
path:hsa04152	AMPK signaling pathway	0.5641948489754204	0.9999999964663522	120	5
path:hsa04210	Apoptosis	0.6750044282439904	0.9999999964663522	136	5
path:hsa04211	Longevity regulating pathway	0.9778418580023643	0.9999999964663522	89	1
path:hsa04213	Longevity regulating pathway	0.7369657456875134	0.9999999964663522	62	2
path:hsa04215	Apoptosis	0.04234374715833155	0.9999999964663522	32	4
path:hsa04216	Ferroptosis	0.5143069496824016	0.9999999964663522	41	2
path:hsa04217	Necroptosis	0.7986009196690549	0.9999999964663522	159	5
path:hsa04218	Cellular senescence	0.8955439596475319	0.9999999964663522	156	4
path:hsa04260	Cardiac muscle contraction	0.9758484576390426	0.9999999964663522	87	1
path:hsa04261	Adrenergic signaling in cardiomyocytes	0.9878765502313427	0.9999999964663522	150	2
path:hsa04270	Vascular smooth muscle contraction	0.9771911488647118	0.9999999964663522	133	2
path:hsa04310	Wnt signaling pathway	0.5417246556777637	0.9999999964663522	166	7
path:hsa04330	Notch signaling pathway	0.7115107621795221	0.9999999964663522	59	2
path:hsa04340	Hedgehog signaling pathway	0.6840323665107816	0.9999999964663522	56	2
path:hsa04350	TGF-beta signaling pathway	0.7572082953815271	0.9999999964663522	94	3
path:hsa04360	Axon guidance	0.983587752072888	0.9999999964663522	182	3
path:hsa04370	VEGF signaling pathway	0.7115107621795221	0.9999999964663522	59	2
path:hsa04371	Apelin signaling pathway	0.9295633878100145	0.9999999964663522	137	3
path:hsa04380	Osteoclast differentiation	0.7868967498012577	0.9999999964663522	128	4
path:hsa04390	Hippo signaling pathway	0.48212777938569884	0.9999999964663522	157	7
path:hsa04392	Hippo signaling pathway	0.11805671123479175	0.9999999964663522	29	3
path:hsa04510	Focal adhesion	0.8497654823802857	0.9999999964663522	201	6
path:hsa04512	ECM-receptor interaction	0.7163578115945899	0.9999999964663522	88	3
path:hsa04514	Cell adhesion molecules	0.5925488482190124	0.9999999964663522	149	6
path:hsa04530	Tight junction	0.2715054568814516	0.9999999964663522	169	9
path:hsa04540	Gap junction	0.7163578115945899	0.9999999964663522	88	3
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	0.7171798252179552	0.9999999964663522	143	5
path:hsa04610	Complement and coagulation cascades	0.8752484230991318	0.9999999964663522	85	2
path:hsa04611	Platelet activation	0.9682989679015781	0.9999999964663522	124	2
path:hsa04612	Antigen processing and presentation	0.10544121091062701	0.9999999964663522	78	6
path:hsa04613	Neutrophil extracellular trap formation	0.9874885072639126	0.9999999964663522	190	3
path:hsa04614	Renin-angiotensin system	0.6246320200507065	0.9999999964663522	23	1
path:hsa04620	Toll-like receptor signaling pathway	0.9883961334902431	0.9999999964663522	104	1
path:hsa04621	NOD-like receptor signaling pathway	0.9830253725789568	0.9999999964663522	181	3
path:hsa04622	RIG-I-like receptor signaling pathway	0.7956514757095575	0.9999999964663522	70	2
path:hsa04623	Cytosolic DNA-sensing pathway	0.49142797446515085	0.9999999964663522	63	3
path:hsa04625	C-type lectin receptor signaling pathway	0.8146388727139134	0.9999999964663522	104	3
path:hsa04630	JAK-STAT signaling pathway	0.9112248646226115	0.9999999964663522	162	4
path:hsa04640	Hematopoietic cell lineage	0.23022670457332345	0.9999999964663522	99	6
path:hsa04650	Natural killer cell mediated cytotoxicity	0.9153808905585996	0.9999999964663522	131	3
path:hsa04657	IL-17 signaling pathway	0.7572082953815271	0.9999999964663522	94	3
path:hsa04658	Th1 and Th2 cell differentiation	0.3372146569714061	0.9999999964663522	92	5
path:hsa04660	T cell receptor signaling pathway	0.9351601002800268	0.9999999964663522	104	2
path:hsa04662	B cell receptor signaling pathway	0.8620531886222272	0.9999999964663522	82	2
path:hsa04664	Fc epsilon RI signaling pathway	0.9453213509259928	0.9999999964663522	68	1
path:hsa04666	Fc gamma R-mediated phagocytosis	0.9172120926533011	0.9999999964663522	97	2
path:hsa04668	TNF signaling pathway	0.6923349461008621	0.9999999964663522	112	4
path:hsa04670	Leukocyte transendothelial migration	0.5180977939231928	0.9999999964663522	114	5
path:hsa04672	Intestinal immune network for IgA production	0.33448587209341585	0.9999999964663522	49	3
path:hsa04713	Circadian entrainment	0.9843043491920062	0.9999999964663522	97	1
path:hsa04714	Thermogenesis	0.16958685709843474	0.9999999964663522	232	13
path:hsa04720	Long-term potentiation	0.7751387945633946	0.9999999964663522	67	2
path:hsa04721	Synaptic vesicle cycle	0.8424782074110511	0.9999999964663522	78	2
path:hsa04722	Neurotrophin signaling pathway	0.879019673656517	0.9999999964663522	119	3
path:hsa04723	Retrograde endocannabinoid signaling	0.2748988210931691	0.9999999964663522	148	8
path:hsa04724	Glutamatergic synapse	0.9545272094687315	0.9999999964663522	114	2
path:hsa04725	Cholinergic synapse	0.9528715980892721	0.9999999964663522	113	2
path:hsa04726	Serotonergic synapse	0.9561272673434664	0.9999999964663522	115	2
path:hsa04727	GABAergic synapse	0.9778418580023643	0.9999999964663522	89	1
path:hsa04728	Dopaminergic synapse	0.8065481314339453	0.9999999964663522	132	4
path:hsa04730	Long-term depression	0.7202164006177674	0.9999999964663522	60	2
path:hsa04740	Olfactory transduction	0.9999999964663522	0.9999999964663522	443	1
path:hsa04742	Taste transduction	0.8793825359892158	0.9999999964663522	86	2
path:hsa04744	Phototransduction	0.7094530642339001	0.9999999964663522	29	1
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.9200348361818445	0.9999999964663522	98	2
path:hsa04810	Regulation of actin cytoskeleton	0.8102141974185365	0.9999999964663522	218	7
path:hsa04910	Insulin signaling pathway	0.829019843357944	0.9999999964663522	137	4
path:hsa04911	Insulin secretion	0.7016156816484554	0.9999999964663522	86	3
path:hsa04912	GnRH signaling pathway	0.9813500390827715	0.9999999964663522	93	1
path:hsa04913	Ovarian steroidogenesis	0.6335368433879595	0.9999999964663522	51	2
path:hsa04914	Progesterone-mediated oocyte maturation	0.9254114383242089	0.9999999964663522	100	2
path:hsa04915	Estrogen signaling pathway	0.8332454417041661	0.9999999964663522	138	4
path:hsa04916	Melanogenesis	0.9279704567907475	0.9999999964663522	101	2
path:hsa04917	Prolactin signaling pathway	0.5630031470263989	0.9999999964663522	70	3
path:hsa04918	Thyroid hormone synthesis	0.9595248982614089	0.9999999964663522	75	1
path:hsa04919	Thyroid hormone signaling pathway	0.8859111524427137	0.9999999964663522	121	3
path:hsa04920	Adipocytokine signaling pathway	0.7890043805970645	0.9999999964663522	69	2
path:hsa04921	Oxytocin signaling pathway	0.9587390669365218	0.9999999964663522	154	3
path:hsa04922	Glucagon signaling pathway	0.8294639822454436	0.9999999964663522	107	3
path:hsa04925	Aldosterone synthesis and secretion	0.9200348361818445	0.9999999964663522	98	2
path:hsa04926	Relaxin signaling pathway	0.9735843407764473	0.9999999964663522	129	2
path:hsa04927	Cortisol synthesis and secretion	0.9378040968069059	0.9999999964663522	65	1
path:hsa04928	Parathyroid hormone synthesis, secretion and action	0.989356135463907	0.9999999964663522	106	1
path:hsa04929	GnRH secretion	0.9350761262871325	0.9999999964663522	64	1
path:hsa04932	Non-alcoholic fatty liver disease	0.43440175304689216	0.9999999964663522	150	7
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications	0.6041049344969256	0.9999999964663522	100	4
path:hsa04934	Cushing syndrome	0.6312126050595014	0.9999999964663522	155	6
path:hsa04935	Growth hormone synthesis, secretion and action	0.9620059654546167	0.9999999964663522	119	2
path:hsa04960	Aldosterone-regulated sodium reabsorption	0.7935824342642324	0.9999999964663522	37	1
path:hsa04962	Vasopressin-regulated water reabsorption	0.8469982873965424	0.9999999964663522	44	1
path:hsa04964	Proximal tubule bicarbonate reclamation	0.24827896594226173	0.9999999964663522	23	2
path:hsa04966	Collecting duct acid secretion	0.6835484709553156	0.9999999964663522	27	1
path:hsa04970	Salivary secretion	0.9813500390827715	0.9999999964663522	93	1
path:hsa04972	Pancreatic secretion	0.6198182169488149	0.9999999964663522	102	4
path:hsa04973	Carbohydrate digestion and absorption	0.8654385925176633	0.9999999964663522	47	1
path:hsa04974	Protein digestion and absorption	0.8094609312745024	0.9999999964663522	103	3
path:hsa04975	Fat digestion and absorption	0.5400947955931812	0.9999999964663522	43	2
path:hsa04976	Bile secretion	0.320596704845193	0.9999999964663522	90	5
path:hsa04978	Mineral absorption	0.09799460413581354	0.9999999964663522	59	5
path:hsa04979	Cholesterol metabolism	0.6227140131070605	0.9999999964663522	50	2
